ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CN,2020-11-20,108,65,0,43,0,0
CT,2020-11-20,1547,1541,0,0,6,0
EX,2020-11-20,174,116,1,57,0,0
GA,2020-11-20,443,423,0,19,1,0
IB,2020-11-20,165,140,2,23,0,0
MC,2020-11-20,243,186,0,57,0,0
MD,2020-11-20,1249,722,0,527,0,0
ML,2020-11-20,27,8,0,19,0,0
NC,2020-11-20,132,104,0,28,0,0
PV,2020-11-20,597,328,0,269,0,0
RI,2020-11-20,96,94,0,2,0,0
VC,2020-11-20,1370,1194,0,176,0,0
AN,2020-11-21,1612,1266,0,346,0,0
AR,2020-11-21,232,226,0,6,0,0
AS,2020-11-21,383,369,0,14,0,0
CB,2020-11-21,115,114,0,0,0,1
CE,2020-11-21,19,7,0,12,0,0
CL,2020-11-21,601,462,0,138,1,0
CM,2020-11-21,338,261,0,77,0,0
CN,2020-11-21,109,65,0,44,0,0
CT,2020-11-21,898,895,0,0,2,1
EX,2020-11-21,160,112,0,48,0,0
GA,2020-11-21,364,350,0,14,0,0
IB,2020-11-21,135,115,0,20,0,0
MC,2020-11-21,273,207,0,66,0,0
MD,2020-11-21,957,504,0,453,0,0
ML,2020-11-21,14,4,0,10,0,0
NC,2020-11-21,99,65,0,34,0,0
PV,2020-11-21,627,400,0,227,0,0
RI,2020-11-21,78,74,0,4,0,0
VC,2020-11-21,996,828,0,168,0,0
AN,2020-11-22,1061,707,0,354,0,0
AR,2020-11-22,169,164,0,5,0,0
AS,2020-11-22,255,233,0,22,0,0
CB,2020-11-22,87,85,0,1,0,1
CE,2020-11-22,13,1,0,12,0,0
CL,2020-11-22,536,328,0,207,1,0
CM,2020-11-22,273,188,0,85,0,0
CN,2020-11-22,113,75,0,37,0,1
CT,2020-11-22,728,726,0,0,0,2
EX,2020-11-22,119,74,0,45,0,0
GA,2020-11-22,381,372,0,9,0,0
IB,2020-11-22,165,134,1,30,0,0
MC,2020-11-22,141,101,0,40,0,0
MD,2020-11-22,863,462,0,401,0,0
ML,2020-11-22,14,4,0,10,0,0
NC,2020-11-22,125,96,0,29,0,0
PV,2020-11-22,468,306,0,162,0,0
RI,2020-11-22,74,68,0,6,0,0
VC,2020-11-22,725,599,0,126,0,0
AN,2020-11-23,1429,934,0,495,0,0
AR,2020-11-23,283,277,0,6,0,0
AS,2020-11-23,303,282,0,21,0,0
CB,2020-11-23,114,112,0,1,0,1
CE,2020-11-23,10,1,1,8,0,0
CL,2020-11-23,696,428,0,266,2,0
CM,2020-11-23,455,345,0,109,1,0
CN,2020-11-23,128,86,0,41,0,1
CT,2020-11-23,1380,1366,0,1,11,2
EX,2020-11-23,216,156,0,58,2,0
GA,2020-11-23,494,476,0,18,0,0
IB,2020-11-23,209,163,1,45,0,0
MC,2020-11-23,231,146,0,85,0,0
MD,2020-11-23,1217,623,0,594,0,0
ML,2020-11-23,21,12,0,9,0,0
NC,2020-11-23,135,97,0,38,0,0
PV,2020-11-23,644,385,0,259,0,0
RI,2020-11-23,95,87,0,8,0,0
VC,2020-11-23,1102,906,0,196,0,0
AN,2020-11-24,1732,1185,0,547,0,0
AR,2020-11-24,270,265,0,5,0,0
AS,2020-11-24,261,239,0,22,0,0
CB,2020-11-24,96,95,0,1,0,0
CE,2020-11-24,9,2,0,7,0,0
CL,2020-11-24,555,352,0,201,1,1
CM,2020-11-24,468,382,0,86,0,0
CN,2020-11-24,131,92,0,39,0,0
CT,2020-11-24,1277,1261,0,1,15,0
EX,2020-11-24,195,144,1,49,0,1
GA,2020-11-24,352,335,0,17,0,0
IB,2020-11-24,169,144,1,24,0,0
MC,2020-11-24,249,172,1,76,0,0
MD,2020-11-24,1362,788,0,574,0,0
ML,2020-11-24,24,11,0,13,0,0
NC,2020-11-24,116,84,0,32,0,0
PV,2020-11-24,613,314,0,299,0,0
RI,2020-11-24,72,67,0,5,0,0
VC,2020-11-24,1129,971,0,158,0,0
AN,2020-11-25,1493,1092,0,401,0,0
AR,2020-11-25,258,248,0,9,1,0
AS,2020-11-25,151,136,0,15,0,0
CB,2020-11-25,105,103,0,1,0,1
CE,2020-11-25,10,2,0,8,0,0
CL,2020-11-25,503,318,0,184,1,0
CM,2020-11-25,444,372,0,72,0,0
CN,2020-11-25,144,102,0,42,0,0
CT,2020-11-25,1249,1241,0,1,6,1
EX,2020-11-25,163,123,1,39,0,0
GA,2020-11-25,352,327,0,25,0,0
IB,2020-11-25,180,144,1,35,0,0
MC,2020-11-25,232,177,0,55,0,0
MD,2020-11-25,1240,707,0,533,0,0
ML,2020-11-25,14,9,0,5,0,0
NC,2020-11-25,121,95,0,26,0,0
PV,2020-11-25,618,335,0,283,0,0
RI,2020-11-25,75,74,0,1,0,0
VC,2020-11-25,1086,918,0,168,0,0
AN,2020-11-26,1344,974,0,370,0,0
AR,2020-11-26,296,293,0,3,0,0
AS,2020-11-26,200,186,0,14,0,0
CB,2020-11-26,97,94,0,3,0,0
CE,2020-11-26,16,4,0,12,0,0
CL,2020-11-26,476,276,0,200,0,0
CM,2020-11-26,365,303,0,62,0,0
CN,2020-11-26,128,83,0,45,0,0
CT,2020-11-26,1202,1188,0,1,11,2
EX,2020-11-26,165,124,1,40,0,0
GA,2020-11-26,333,306,0,27,0,0
IB,2020-11-26,175,151,0,24,0,0
MC,2020-11-26,239,175,0,63,1,0
MD,2020-11-26,1004,572,0,432,0,0
ML,2020-11-26,11,2,0,9,0,0
NC,2020-11-26,131,92,0,39,0,0
PV,2020-11-26,480,270,0,210,0,0
RI,2020-11-26,61,58,0,3,0,0
VC,2020-11-26,973,825,0,148,0,0
AN,2020-11-27,1504,966,0,538,0,0
AR,2020-11-27,324,307,0,17,0,0
AS,2020-11-27,149,137,0,12,0,0
CB,2020-11-27,114,112,0,1,0,1
CE,2020-11-27,10,2,0,8,0,0
CL,2020-11-27,632,401,0,229,2,0
CM,2020-11-27,411,334,0,76,1,0
CN,2020-11-27,130,97,0,33,0,0
CT,2020-11-27,1430,1422,0,1,5,2
EX,2020-11-27,128,87,1,40,0,0
GA,2020-11-27,325,305,0,20,0,0
IB,2020-11-27,150,123,0,27,0,0
MC,2020-11-27,207,162,0,45,0,0
MD,2020-11-27,1274,779,0,495,0,0
ML,2020-11-27,15,7,0,8,0,0
NC,2020-11-27,104,70,0,34,0,0
PV,2020-11-27,425,207,0,218,0,0
RI,2020-11-27,90,85,0,5,0,0
VC,2020-11-27,1006,842,0,164,0,0
AN,2020-11-28,936,682,0,254,0,0
AR,2020-11-28,282,274,0,8,0,0
AS,2020-11-28,235,220,0,15,0,0
CB,2020-11-28,74,71,0,2,0,1
CE,2020-11-28,13,8,0,5,0,0
CL,2020-11-28,407,291,0,116,0,0
CM,2020-11-28,333,275,0,58,0,0
CN,2020-11-28,132,83,0,49,0,0
CT,2020-11-28,830,826,0,1,1,2
EX,2020-11-28,103,59,0,44,0,0
GA,2020-11-28,324,307,0,17,0,0
IB,2020-11-28,131,117,0,14,0,0
MC,2020-11-28,191,131,1,59,0,0
MD,2020-11-28,852,440,0,412,0,0
ML,2020-11-28,11,4,0,7,0,0
NC,2020-11-28,68,51,0,17,0,0
PV,2020-11-28,484,286,0,198,0,0
RI,2020-11-28,51,47,0,4,0,0
VC,2020-11-28,849,690,0,159,0,0
AN,2020-11-29,665,431,0,234,0,0
AR,2020-11-29,186,180,0,6,0,0
AS,2020-11-29,219,209,0,10,0,0
CB,2020-11-29,68,67,0,1,0,0
CE,2020-11-29,2,1,0,1,0,0
CL,2020-11-29,291,150,0,141,0,0
CM,2020-11-29,262,202,0,60,0,0
CN,2020-11-29,138,86,0,52,0,0
CT,2020-11-29,621,619,0,1,0,1
EX,2020-11-29,103,62,0,41,0,0
GA,2020-11-29,313,285,0,28,0,0
IB,2020-11-29,87,64,0,23,0,0
MC,2020-11-29,95,57,0,38,0,0
MD,2020-11-29,807,395,0,412,0,0
ML,2020-11-29,7,3,0,4,0,0
NC,2020-11-29,80,57,0,23,0,0
PV,2020-11-29,487,327,0,160,0,0
RI,2020-11-29,38,38,0,0,0,0
VC,2020-11-29,561,428,0,133,0,0
AN,2020-11-30,1058,638,0,420,0,0
AR,2020-11-30,270,264,0,6,0,0
AS,2020-11-30,242,218,0,24,0,0
CB,2020-11-30,74,74,0,0,0,0
CE,2020-11-30,12,4,0,8,0,0
CL,2020-11-30,427,246,0,181,0,0
CM,2020-11-30,401,300,0,101,0,0
CN,2020-11-30,149,84,0,65,0,0
CT,2020-11-30,1344,1323,0,1,15,5
EX,2020-11-30,160,89,0,71,0,0
GA,2020-11-30,358,329,0,29,0,0
IB,2020-11-30,63,58,0,5,0,0
MC,2020-11-30,165,96,0,69,0,0
MD,2020-11-30,1159,590,0,569,0,0
ML,2020-11-30,21,5,0,16,0,0
NC,2020-11-30,81,47,0,34,0,0
PV,2020-11-30,524,291,0,233,0,0
RI,2020-11-30,54,51,0,3,0,0
VC,2020-11-30,992,780,0,212,0,0
AN,2020-12-01,1275,866,0,409,0,0
AR,2020-12-01,310,303,0,7,0,0
AS,2020-12-01,192,176,0,16,0,0
CB,2020-12-01,202,199,0,3,0,0
CE,2020-12-01,10,3,0,7,0,0
CL,2020-12-01,488,332,0,156,0,0
CM,2020-12-01,498,407,0,91,0,0
CN,2020-12-01,212,151,0,61,0,0
CT,2020-12-01,1326,1308,0,4,10,4
EX,2020-12-01,162,102,0,60,0,0
GA,2020-12-01,328,303,0,25,0,0
IB,2020-12-01,382,293,2,87,0,0
MC,2020-12-01,197,122,2,73,0,0
MD,2020-12-01,1274,740,0,534,0,0
ML,2020-12-01,21,13,0,8,0,0
NC,2020-12-01,84,59,0,25,0,0
PV,2020-12-01,470,249,0,221,0,0
RI,2020-12-01,67,66,0,1,0,0
VC,2020-12-01,1107,911,0,196,0,0
AN,2020-12-02,1120,775,0,345,0,0
AR,2020-12-02,292,287,0,5,0,0
AS,2020-12-02,231,220,0,11,0,0
CB,2020-12-02,124,120,0,4,0,0
CE,2020-12-02,11,5,0,6,0,0
CL,2020-12-02,314,190,0,123,1,0
CM,2020-12-02,484,393,0,91,0,0
CN,2020-12-02,176,121,0,55,0,0
CT,2020-12-02,1266,1251,0,2,11,2
EX,2020-12-02,152,93,0,58,0,1
GA,2020-12-02,316,297,0,19,0,0
IB,2020-12-02,345,277,1,67,0,0
MC,2020-12-02,185,134,0,50,1,0
MD,2020-12-02,1186,683,0,503,0,0
ML,2020-12-02,21,3,0,18,0,0
NC,2020-12-02,118,91,0,27,0,0
PV,2020-12-02,483,275,0,208,0,0
RI,2020-12-02,50,46,0,4,0,0
VC,2020-12-02,1031,861,0,170,0,0
AN,2020-12-03,995,703,0,292,0,0
AR,2020-12-03,188,186,0,2,0,0
AS,2020-12-03,123,113,0,10,0,0
CB,2020-12-03,124,124,0,0,0,0
CE,2020-12-03,9,1,0,8,0,0
CL,2020-12-03,358,211,0,147,0,0
CM,2020-12-03,392,317,0,75,0,0
CN,2020-12-03,161,114,0,47,0,0
CT,2020-12-03,1136,1124,0,1,8,3
EX,2020-12-03,145,91,0,54,0,0
GA,2020-12-03,321,303,0,18,0,0
IB,2020-12-03,311,254,1,56,0,0
MC,2020-12-03,140,95,0,45,0,0
MD,2020-12-03,1057,653,0,404,0,0
ML,2020-12-03,12,3,0,9,0,0
NC,2020-12-03,93,62,0,31,0,0
PV,2020-12-03,366,190,0,176,0,0
RI,2020-12-03,41,39,0,2,0,0
VC,2020-12-03,995,827,0,168,0,0
AN,2020-12-04,1062,730,0,332,0,0
AR,2020-12-04,210,209,0,1,0,0
AS,2020-12-04,113,102,0,11,0,0
CB,2020-12-04,101,100,0,1,0,0
CE,2020-12-04,6,1,0,5,0,0
CL,2020-12-04,370,231,0,139,0,0
CM,2020-12-04,446,368,0,77,1,0
CN,2020-12-04,231,184,0,47,0,0
CT,2020-12-04,1201,1189,0,0,8,4
EX,2020-12-04,111,78,0,32,0,1
GA,2020-12-04,283,266,0,17,0,0
IB,2020-12-04,291,257,0,34,0,0
MC,2020-12-04,204,167,0,37,0,0
MD,2020-12-04,1072,642,0,430,0,0
ML,2020-12-04,18,6,0,12,0,0
NC,2020-12-04,93,60,0,32,0,1
PV,2020-12-04,382,180,0,202,0,0
RI,2020-12-04,56,54,0,2,0,0
VC,2020-12-04,1044,872,0,172,0,0
AN,2020-12-05,804,577,0,227,0,0
AR,2020-12-05,201,196,0,5,0,0
AS,2020-12-05,113,108,0,5,0,0
CB,2020-12-05,98,98,0,0,0,0
CE,2020-12-05,7,1,0,6,0,0
CL,2020-12-05,230,129,0,100,1,0
CM,2020-12-05,281,213,0,68,0,0
CN,2020-12-05,178,135,0,43,0,0
CT,2020-12-05,790,788,0,0,1,1
EX,2020-12-05,126,82,0,43,0,1
GA,2020-12-05,349,337,0,12,0,0
IB,2020-12-05,254,213,1,40,0,0
MC,2020-12-05,150,119,1,30,0,0
MD,2020-12-05,772,426,0,346,0,0
ML,2020-12-05,6,1,0,5,0,0
NC,2020-12-05,92,59,0,33,0,0
PV,2020-12-05,450,296,0,154,0,0
RI,2020-12-05,39,38,0,1,0,0
VC,2020-12-05,887,720,0,167,0,0
AN,2020-12-06,571,350,0,221,0,0
AR,2020-12-06,156,152,0,4,0,0
AS,2020-12-06,127,120,0,7,0,0
CB,2020-12-06,68,68,0,0,0,0
CE,2020-12-06,11,2,0,9,0,0
CL,2020-12-06,252,146,0,106,0,0
CM,2020-12-06,220,160,0,60,0,0
CN,2020-12-06,172,125,0,47,0,0
CT,2020-12-06,624,623,0,0,0,1
EX,2020-12-06,91,52,1,38,0,0
GA,2020-12-06,271,259,0,12,0,0
IB,2020-12-06,217,183,0,34,0,0
MC,2020-12-06,85,57,1,27,0,0
MD,2020-12-06,821,411,0,410,0,0
ML,2020-12-06,10,4,0,6,0,0
NC,2020-12-06,90,64,0,26,0,0
PV,2020-12-06,317,187,0,130,0,0
RI,2020-12-06,34,32,0,2,0,0
VC,2020-12-06,741,567,0,174,0,0
AN,2020-12-07,619,360,0,259,0,0
AR,2020-12-07,192,183,0,9,0,0
AS,2020-12-07,133,127,0,6,0,0
CB,2020-12-07,80,77,0,3,0,0
CE,2020-12-07,8,0,0,8,0,0
CL,2020-12-07,284,183,0,101,0,0
CM,2020-12-07,381,305,0,76,0,0
CN,2020-12-07,204,145,0,59,0,0
CT,2020-12-07,1325,1318,0,2,4,1
EX,2020-12-07,109,60,1,48,0,0
GA,2020-12-07,328,305,0,23,0,0
IB,2020-12-07,277,217,1,59,0,0
MC,2020-12-07,137,88,0,49,0,0
MD,2020-12-07,1120,567,0,553,0,0
ML,2020-12-07,12,3,0,9,0,0
NC,2020-12-07,98,76,0,22,0,0
PV,2020-12-07,491,302,0,189,0,0
RI,2020-12-07,40,37,0,3,0,0
VC,2020-12-07,1003,764,0,239,0,0
AN,2020-12-08,599,357,0,242,0,0
AR,2020-12-08,176,163,0,13,0,0
AS,2020-12-08,167,160,0,7,0,0
CB,2020-12-08,87,86,0,1,0,0
CE,2020-12-08,4,2,0,2,0,0
CL,2020-12-08,261,141,0,120,0,0
CM,2020-12-08,380,276,0,103,1,0
CN,2020-12-08,152,94,0,58,0,0
CT,2020-12-08,877,874,0,0,2,1
EX,2020-12-08,118,72,2,44,0,0
GA,2020-12-08,313,293,0,20,0,0
IB,2020-12-08,306,235,0,71,0,0
MC,2020-12-08,120,67,0,53,0,0
MD,2020-12-08,1185,591,0,594,0,0
ML,2020-12-08,8,1,0,7,0,0
NC,2020-12-08,83,55,0,28,0,0
PV,2020-12-08,490,334,0,156,0,0
RI,2020-12-08,38,34,0,4,0,0
VC,2020-12-08,1055,802,0,253,0,0
AN,2020-12-09,916,557,0,359,0,0
AR,2020-12-09,216,210,0,6,0,0
AS,2020-12-09,104,96,0,8,0,0
CB,2020-12-09,67,66,0,1,0,0
CE,2020-12-09,10,2,0,8,0,0
CL,2020-12-09,355,209,0,146,0,0
CM,2020-12-09,509,370,0,139,0,0
CN,2020-12-09,206,132,0,74,0,0
CT,2020-12-09,1688,1674,0,5,7,2
EX,2020-12-09,197,108,0,89,0,0
GA,2020-12-09,380,344,0,36,0,0
IB,2020-12-09,394,317,2,75,0,0
MC,2020-12-09,199,131,1,65,0,2
MD,2020-12-09,1603,841,0,762,0,0
ML,2020-12-09,24,10,0,14,0,0
NC,2020-12-09,94,60,0,34,0,0
PV,2020-12-09,462,270,0,192,0,0
RI,2020-12-09,54,53,0,1,0,0
VC,2020-12-09,1392,1069,0,323,0,0
AN,2020-12-10,1111,782,0,329,0,0
AR,2020-12-10,224,215,0,9,0,0
AS,2020-12-10,139,133,0,6,0,0
CB,2020-12-10,80,77,0,3,0,0
CE,2020-12-10,9,1,0,8,0,0
CL,2020-12-10,345,206,0,139,0,0
CM,2020-12-10,522,405,0,117,0,0
CN,2020-12-10,209,148,0,61,0,0
CT,2020-12-10,1667,1654,0,1,10,2
EX,2020-12-10,218,135,0,80,0,3
GA,2020-12-10,390,347,0,43,0,0
IB,2020-12-10,351,279,2,70,0,0
MC,2020-12-10,221,142,0,78,0,1
MD,2020-12-10,1748,1025,0,723,0,0
ML,2020-12-10,21,10,0,11,0,0
NC,2020-12-10,107,79,0,28,0,0
PV,2020-12-10,437,233,0,204,0,0
RI,2020-12-10,46,45,0,1,0,0
VC,2020-12-10,1691,1352,0,339,0,0
AN,2020-12-11,1265,783,0,482,0,0
AR,2020-12-11,257,246,0,11,0,0
AS,2020-12-11,121,117,0,4,0,0
CB,2020-12-11,60,59,0,0,0,1
CE,2020-12-11,9,1,0,8,0,0
CL,2020-12-11,334,197,0,135,2,0
CM,2020-12-11,555,408,0,147,0,0
CN,2020-12-11,207,137,0,70,0,0
CT,2020-12-11,1739,1723,0,1,11,4
EX,2020-12-11,267,147,0,120,0,0
GA,2020-12-11,315,282,0,33,0,0
IB,2020-12-11,365,292,1,72,0,0
MC,2020-12-11,207,141,0,66,0,0
MD,2020-12-11,1989,1143,0,846,0,0
ML,2020-12-11,15,4,0,11,0,0
NC,2020-12-11,82,60,0,22,0,0
PV,2020-12-11,417,198,0,219,0,0
RI,2020-12-11,54,54,0,0,0,0
VC,2020-12-11,1755,1372,0,383,0,0
AN,2020-12-12,1014,708,0,306,0,0
AR,2020-12-12,194,188,0,6,0,0
AS,2020-12-12,118,110,0,8,0,0
CB,2020-12-12,80,79,0,1,0,0
CE,2020-12-12,6,3,0,3,0,0
CL,2020-12-12,267,148,0,119,0,0
CM,2020-12-12,427,336,0,91,0,0
CN,2020-12-12,238,170,0,68,0,0
CT,2020-12-12,1214,1208,0,1,1,4
EX,2020-12-12,212,109,1,101,0,1
GA,2020-12-12,339,305,0,34,0,0
IB,2020-12-12,335,255,4,76,0,0
MC,2020-12-12,159,96,0,63,0,0
MD,2020-12-12,1353,701,0,652,0,0
ML,2020-12-12,11,6,0,5,0,0
NC,2020-12-12,111,78,0,33,0,0
PV,2020-12-12,543,354,0,189,0,0
RI,2020-12-12,43,43,0,0,0,0
VC,2020-12-12,1637,1287,0,350,0,0
AN,2020-12-13,652,390,0,262,0,0
AR,2020-12-13,136,130,0,6,0,0
AS,2020-12-13,96,89,0,7,0,0
CB,2020-12-13,74,73,0,1,0,0
CE,2020-12-13,2,0,0,2,0,0
CL,2020-12-13,197,126,0,71,0,0
CM,2020-12-13,356,260,0,96,0,0
CN,2020-12-13,185,125,0,60,0,0
CT,2020-12-13,1009,1003,0,1,3,2
EX,2020-12-13,202,91,0,111,0,0
GA,2020-12-13,362,311,0,51,0,0
IB,2020-12-13,332,246,1,85,0,0
MC,2020-12-13,128,68,0,60,0,0
MD,2020-12-13,1197,543,0,654,0,0
ML,2020-12-13,5,1,0,4,0,0
NC,2020-12-13,73,55,0,18,0,0
PV,2020-12-13,371,190,0,181,0,0
RI,2020-12-13,41,41,0,0,0,0
VC,2020-12-13,1280,945,0,335,0,0
AN,2020-12-14,934,552,0,382,0,0
AR,2020-12-14,225,214,0,11,0,0
AS,2020-12-14,98,88,0,10,0,0
CB,2020-12-14,70,69,0,1,0,0
CE,2020-12-14,6,2,0,4,0,0
CL,2020-12-14,305,193,0,112,0,0
CM,2020-12-14,542,399,0,143,0,0
CN,2020-12-14,194,116,0,78,0,0
CT,2020-12-14,2098,2079,0,4,5,10
EX,2020-12-14,314,168,0,145,0,1
GA,2020-12-14,438,386,0,52,0,0
IB,2020-12-14,494,384,3,107,0,0
MC,2020-12-14,199,103,0,96,0,0
MD,2020-12-14,1995,1038,0,957,0,0
ML,2020-12-14,28,19,0,9,0,0
NC,2020-12-14,87,60,0,27,0,0
PV,2020-12-14,539,314,0,225,0,0
RI,2020-12-14,73,70,0,3,0,0
VC,2020-12-14,1920,1440,0,480,0,0
AN,2020-12-15,1116,754,0,362,0,0
AR,2020-12-15,220,219,0,1,0,0
AS,2020-12-15,94,92,0,2,0,0
CB,2020-12-15,76,71,0,5,0,0
CE,2020-12-15,8,4,0,4,0,0
CL,2020-12-15,362,235,0,127,0,0
CM,2020-12-15,597,465,0,132,0,0
CN,2020-12-15,272,198,0,74,0,0
CT,2020-12-15,2085,2071,0,2,9,3
EX,2020-12-15,310,176,0,134,0,0
GA,2020-12-15,418,372,0,46,0,0
IB,2020-12-15,544,422,1,121,0,0
MC,2020-12-15,198,114,0,84,0,0
MD,2020-12-15,2166,1254,0,912,0,0
ML,2020-12-15,26,9,0,17,0,0
NC,2020-12-15,84,64,0,20,0,0
PV,2020-12-15,481,236,0,245,0,0
RI,2020-12-15,63,62,0,1,0,0
VC,2020-12-15,1986,1537,0,449,0,0
AN,2020-12-16,972,648,0,324,0,0
AR,2020-12-16,194,189,0,5,0,0
AS,2020-12-16,61,56,0,5,0,0
CB,2020-12-16,75,75,0,0,0,0
CE,2020-12-16,5,2,0,3,0,0
CL,2020-12-16,326,219,0,105,2,0
CM,2020-12-16,568,452,0,115,1,0
CN,2020-12-16,213,156,0,56,0,1
CT,2020-12-16,1975,1956,0,1,14,4
EX,2020-12-16,314,166,1,147,0,0
GA,2020-12-16,391,353,0,38,0,0
IB,2020-12-16,537,409,5,123,0,0
MC,2020-12-16,199,137,0,62,0,0
MD,2020-12-16,2032,1234,0,798,0,0
ML,2020-12-16,13,3,0,10,0,0
NC,2020-12-16,103,78,0,25,0,0
PV,2020-12-16,358,186,0,172,0,0
RI,2020-12-16,50,49,0,1,0,0
VC,2020-12-16,2137,1697,0,440,0,0
AN,2020-12-17,903,619,0,284,0,0
AR,2020-12-17,189,181,0,8,0,0
AS,2020-12-17,82,75,0,7,0,0
CB,2020-12-17,71,64,0,7,0,0
CE,2020-12-17,3,0,0,3,0,0
CL,2020-12-17,252,154,0,98,0,0
CM,2020-12-17,562,441,0,121,0,0
CN,2020-12-17,218,163,0,54,0,1
CT,2020-12-17,1966,1944,0,0,21,1
EX,2020-12-17,272,170,0,101,0,1
GA,2020-12-17,344,316,0,27,1,0
IB,2020-12-17,525,407,1,117,0,0
MC,2020-12-17,180,111,0,69,0,0
MD,2020-12-17,1755,1053,0,702,0,0
ML,2020-12-17,18,5,0,13,0,0
NC,2020-12-17,72,54,0,18,0,0
PV,2020-12-17,305,174,0,131,0,0
RI,2020-12-17,46,46,0,0,0,0
VC,2020-12-17,1952,1539,0,413,0,0
AN,2020-12-18,1062,716,0,346,0,0
AR,2020-12-18,195,190,0,5,0,0
AS,2020-12-18,72,65,0,7,0,0
CB,2020-12-18,64,60,0,4,0,0
CE,2020-12-18,1,0,0,1,0,0
CL,2020-12-18,259,159,0,100,0,0
CM,2020-12-18,596,465,0,130,1,0
CN,2020-12-18,195,135,0,59,0,1
CT,2020-12-18,2087,2074,0,3,7,3
EX,2020-12-18,359,217,0,141,0,1
GA,2020-12-18,322,299,0,23,0,0
IB,2020-12-18,512,413,0,99,0,0
MC,2020-12-18,162,103,0,58,1,0
MD,2020-12-18,2077,1204,0,873,0,0
ML,2020-12-18,4,1,0,3,0,0
NC,2020-12-18,85,56,0,29,0,0
PV,2020-12-18,339,179,0,160,0,0
RI,2020-12-18,56,54,0,2,0,0
VC,2020-12-18,2311,1806,0,505,0,0
AN,2020-12-19,680,436,0,244,0,0
AR,2020-12-19,174,158,0,16,0,0
AS,2020-12-19,102,97,0,5,0,0
CB,2020-12-19,39,38,0,1,0,0
CE,2020-12-19,6,1,0,5,0,0
CL,2020-12-19,215,127,0,88,0,0
CM,2020-12-19,426,325,0,101,0,0
CN,2020-12-19,232,176,0,56,0,0
CT,2020-12-19,1513,1504,0,5,4,0
EX,2020-12-19,309,202,0,107,0,0
GA,2020-12-19,325,286,0,39,0,0
IB,2020-12-19,498,375,2,121,0,0
MC,2020-12-19,162,110,0,51,1,0
MD,2020-12-19,1443,786,0,657,0,0
ML,2020-12-19,10,5,0,5,0,0
NC,2020-12-19,70,40,0,30,0,0
PV,2020-12-19,366,240,0,126,0,0
RI,2020-12-19,74,72,0,2,0,0
VC,2020-12-19,1891,1442,0,449,0,0
AN,2020-12-20,576,308,0,268,0,0
AR,2020-12-20,154,148,0,6,0,0
AS,2020-12-20,95,89,0,6,0,0
CB,2020-12-20,54,52,0,2,0,0
CE,2020-12-20,4,1,0,3,0,0
CL,2020-12-20,153,97,0,56,0,0
CM,2020-12-20,395,277,0,118,0,0
CN,2020-12-20,177,123,0,54,0,0
CT,2020-12-20,1359,1358,0,0,1,0
EX,2020-12-20,269,161,0,108,0,0
GA,2020-12-20,292,258,0,34,0,0
IB,2020-12-20,427,316,1,110,0,0
MC,2020-12-20,132,75,0,56,0,1
MD,2020-12-20,1349,681,0,668,0,0
ML,2020-12-20,7,0,0,7,0,0
NC,2020-12-20,71,42,0,29,0,0
PV,2020-12-20,342,201,0,141,0,0
RI,2020-12-20,42,39,0,3,0,0
VC,2020-12-20,1503,1066,0,437,0,0
AN,2020-12-21,961,538,0,423,0,0
AR,2020-12-21,218,212,0,6,0,0
AS,2020-12-21,60,55,0,5,0,0
CB,2020-12-21,65,63,0,2,0,0
CE,2020-12-21,4,0,0,4,0,0
CL,2020-12-21,256,163,0,93,0,0
CM,2020-12-21,625,448,0,177,0,0
CN,2020-12-21,141,97,0,44,0,0
CT,2020-12-21,2422,2414,0,2,6,0
EX,2020-12-21,360,204,0,155,0,1
GA,2020-12-21,367,324,0,43,0,0
IB,2020-12-21,512,393,0,119,0,0
MC,2020-12-21,242,151,0,91,0,0
MD,2020-12-21,2006,1015,0,991,0,0
ML,2020-12-21,17,1,0,16,0,0
NC,2020-12-21,94,59,0,35,0,0
PV,2020-12-21,360,201,0,159,0,0
RI,2020-12-21,57,55,0,2,0,0
VC,2020-12-21,2315,1752,0,563,0,0
AN,2020-12-22,1085,671,0,414,0,0
AR,2020-12-22,211,202,0,9,0,0
AS,2020-12-22,59,55,0,4,0,0
CB,2020-12-22,68,61,0,7,0,0
CE,2020-12-22,7,1,0,6,0,0
CL,2020-12-22,285,175,0,109,1,0
CM,2020-12-22,706,547,0,159,0,0
CN,2020-12-22,214,160,0,54,0,0
CT,2020-12-22,2449,2434,0,5,8,2
EX,2020-12-22,384,211,0,173,0,0
GA,2020-12-22,393,347,0,46,0,0
IB,2020-12-22,483,379,0,104,0,0
MC,2020-12-22,268,154,0,114,0,0
MD,2020-12-22,2069,1242,0,827,0,0
ML,2020-12-22,13,1,0,12,0,0
NC,2020-12-22,92,60,0,32,0,0
PV,2020-12-22,334,168,0,166,0,0
RI,2020-12-22,60,58,0,2,0,0
VC,2020-12-22,2458,1888,0,570,0,0
AN,2020-12-23,1167,733,0,434,0,0
AR,2020-12-23,207,203,0,4,0,0
AS,2020-12-23,57,53,0,4,0,0
CB,2020-12-23,85,80,0,5,0,0
CE,2020-12-23,5,1,0,4,0,0
